web-scraper-order,web-scraper-start-url,name,price,link,link-href
"1597442363-1135","https://www.bitfang.com/computer-hardware","ADATA Premier ASP900NS38-256GM-C ...","₹ 11,969","","https://www.bitfang.com/adata-asp900ns38-256gm-c-premier-256-gb-solid-state-drive"
"1597442363-278","https://www.bitfang.com/computer-hardware","Asus PRIME-X570-P/CSM AM4 AMD X57...","₹ 16,268","","https://www.bitfang.com/asus-prime-x570-pcsm-am4-amd-x570-ddr4-atx-amd-desktop-motherboard"
"1597442363-91","https://www.bitfang.com/computer-hardware","AMD Ryzen 7 RYZEN-7-3700X 8-Core ...","₹ 29,392","","https://www.bitfang.com/amd-ryzen-7-ryzen-7-3700x-8-core-36-ghz-am4-desktop-processor"
"1597442363-181","https://www.bitfang.com/computer-hardware","Asus EX-B460M-V5 LGA 1200 Intel B...","₹ 9,300","","https://www.bitfang.com/asus-ex-b460m-v5-lga-1200-intel-b460-ddr4-micro-atx-intel-desktop-motherboard"
"1597442363-664","https://www.bitfang.com/computer-hardware","ADATA ASD600Q-240GU31-CBL 240 GB ...","₹ 3,222","","https://www.bitfang.com/adata-asd600q-240gu31-cbl-240-gb-nand-flash-25-in-ssds"
"1597442363-1315","https://www.bitfang.com/computer-hardware","Lapcare LS 402 4 Outlets Spike Gu...","₹ 702","","https://www.bitfang.com/lapcare-ls-402-4-outlets-spike-guard"
"1597442363-186","https://www.bitfang.com/computer-hardware","Asus ROG-STRIX-RX5600XT-O6G-GAMIN...","₹ 34,899","","https://www.bitfang.com/asus-rog-strix-rx5600xt-o6g-gaming-radeon-rx-5000-pci-express-40-graphic-card"
"1597442363-217","https://www.bitfang.com/computer-hardware","Gskill F4-3200C16D-64GTZN 64GB 32...","₹ 35,400","","https://www.bitfang.com/gskill-f4-3200c16d-64gtzn-64gb-3200-mhz-ddr4-desktop-memory"
"1597442363-529","https://www.bitfang.com/computer-hardware","Corsair CW-9060038-WW Intel/AMD C...","₹ 13,133","","https://www.bitfang.com/corsair-cw-9060038-ww-intelamd-copper-2000-rpm-cpu-cooler"
"1597442363-158","https://www.bitfang.com/computer-hardware","Gigabyte Z490-AORUS-ELITE-AC LGA ...","₹ 22,939","","https://www.bitfang.com/gigabyte-z490-aorus-elite-ac-lga-1200-intel-z490-ddr4-atx-intel-desktop-motherboard"
"1597442363-937","https://www.bitfang.com/computer-hardware","Belkin F9K1003 Wireless 4  450 Mb...","₹ 11,582","","https://www.bitfang.com/belkin-f9k1003-10100-mbps-4"
"1597442363-85","https://www.bitfang.com/computer-hardware","Adata AD4U2400J4G17-B 4 GB 2400 M...","₹ 1,764","","https://www.bitfang.com/adata-ad4u2400j4g17-b-4-gb-2400-mhz-ddr4-desktop-memory"
"1597442363-989","https://www.bitfang.com/computer-hardware","Dell 15R(N5010D-278) Laptop Batte...","₹ 1,999","","https://www.bitfang.com/dell-15rn5010d-278-battery-black"
"1597442363-34","https://www.bitfang.com/computer-hardware","INNO3D N20802-08D6-1180633 GeForc...","₹ 60,081","","https://www.bitfang.com/inno3d-n20802-08d6-1180633-geforce-pci-express-30-graphic-card"
"1597442363-1107","https://www.bitfang.com/computer-hardware","Adata AX4U240038G16-SBF 8GB 2400M...","₹ 21,100","","https://www.bitfang.com/data-ax4u240038g16-sbf-8-gb-2400-mhz-ddr4-desktop-ram"
"1597442363-478","https://www.bitfang.com/computer-hardware","Asus ROG STRIX B450-F GAMING AM4 ...","₹ 11,367","","https://www.bitfang.com/asus-rog-strix-b450-f-gaming-am4-amd-b450-ddr4-atx-amd-desktop-motherboard"
"1597442363-1138","https://www.bitfang.com/computer-hardware","ADATA SD700 ASD700-256GU3-CYL 256...","₹ 4,184","","https://www.bitfang.com/adata-asd700-256gu3-cyl-sd700-256-gb-external-solid-state-drive"
"1597442363-65","https://www.bitfang.com/computer-hardware","Thermaltake R009D408GX2-3200C16A ...","₹ 9,899","","https://www.bitfang.com/thermaltake-r009d408gx2-3200c16a-16gb-3200-mhz-ddr4-desktop-memory"
"1597442363-1297","https://www.bitfang.com/computer-hardware","Ultra Prolink MP461 0.06 mtr HDMI...","₹ 7,252","","https://www.bitfang.com/ultra-prolink-mp461-hdmi-cable"
"1597442363-870","https://www.bitfang.com/computer-hardware","Zebronics SPK-BTM9600RUCF 2.0 Cha...","₹ 16,851","","https://www.bitfang.com/m-zeb-20-computer-multimedia-speaker-4"
"1597442363-847","https://www.bitfang.com/computer-hardware","Zebronics Cuba Bt RUCF 5.1 Channe...","₹ 5,263","","https://www.bitfang.com/zebronics-cuba-bt-rucf-51-multimedia-speaker"
"1597442363-249","https://www.bitfang.com/computer-hardware","MSI X570EDGEWIFI AM4 AMD X570 DDR...","₹ 18,473","","https://www.bitfang.com/msi-x570edgewifi-am4-amd-x570-ddr4-atx-amd-desktop-motherboard"
"1597442363-779","https://www.bitfang.com/computer-hardware","Asus PA329Q Nvidia G-Sync Flat Sc...","₹ 1,17,849","","https://www.bitfang.com/asus-proart-pa329q-32-inch-5ms-uhd-pro-monitor"
"1597442363-300","https://www.bitfang.com/computer-hardware","Linksys E1200 Wireless 4 300 Mbps...","₹ 2,749","","https://www.bitfang.com/linksys-e1200-wireless-4-300-mbps-single-band-4-lan-wireless-router"
"1597442363-210","https://www.bitfang.com/computer-hardware","Gskill F4-3600C18D-32GTZN 32GB 36...","₹ 20,400","","https://www.bitfang.com/gskill-f4-3600c18d-32gtzn-32gb-3600-mhz-ddr4-desktop-memory"
"1597442363-540","https://www.bitfang.com/computer-hardware","Amkette Power Pro 1.5 mtr Chargin...","₹ 330","","https://www.bitfang.com/amkette-power-pro-usb-cable-15-mtr-charging-cable"
"1597442363-7","https://www.bitfang.com/computer-hardware","Amkette FIOMOUSE Wireless USB 3 B...","₹ 423","","https://www.bitfang.com/amkette-fiomouse-wireless-usb-3-buttons-mouse"
"1597442363-689","https://www.bitfang.com/computer-hardware","Adata AX4S2666316G16-SBF 16GB 266...","₹ 5,410","","https://www.bitfang.com/adata-ax4s2666316g16-sbf-ddr4-16-gb-2666mhz"
"1597442363-21","https://www.bitfang.com/computer-hardware","Amkette HDMI2CAB15M HDMI Cable Bl...","₹ 385","","https://www.bitfang.com/amkette-hdmi2cab15m-hdmi-cable-black"
"1597442363-992","https://www.bitfang.com/computer-hardware","Dell SP-DL3340LH-3 Laptop Battery...","₹ 3,430","","https://www.bitfang.com/dell-sp-dl3340lh-3-battery-black"
"1597442363-230","https://www.bitfang.com/computer-hardware","Gskill F4-2400C16S-4GRS 4 GB 2400...","₹ 1,959","","https://www.bitfang.com/gskill-f4-2400c16s-4grs-4-gb-2400-mhz-ddr4-desktop-memory"
"1597442363-1257","https://www.bitfang.com/computer-hardware","Lapcare LKKBTM6300 Keyboard & Mou...","₹ 1,105","","https://www.bitfang.com/lapcare-lkkbtm6300-keyboard-mice-black"
"1597442363-795","https://www.bitfang.com/computer-hardware","Zebronics BT4440RUCF 4.1 Channel ...","₹ 4,576","","https://www.bitfang.com/zebronics-bt4440rucf-41-channel-multimedia-speakers"
"1597442363-569","https://www.bitfang.com/computer-hardware","HP 6HD76AA Keyboards & Mouse Blac...","₹ 727","","https://www.bitfang.com/hp-6hd76aa-wired-black-keyboards-mice-combo"
"1597442363-172","https://www.bitfang.com/computer-hardware","Galax 27NSL6UCV1OC RTX 20 PCI Exp...","₹ 36,900","","https://www.bitfang.com/galax-27nsl6ucv1oc-rtx-20-pci-express-30-graphic-card"
"1597442363-753","https://www.bitfang.com/computer-hardware","Canon MAXIFY iB4170 Colour Inkjet...","₹ 11,629","","https://www.bitfang.com/canon-maxify-ib4170"
"1597442363-946","https://www.bitfang.com/computer-hardware","Belkin F9H620-06-MTL 10 Outlets S...","₹ 5,497","","https://www.bitfang.com/belkin-f9h620-06-mtl-spike-guards-45-mtr-10"
"1597442363-1322","https://www.bitfang.com/computer-hardware","BenQ BL912 Flat Screen 60 Hz 1280...","₹ 86,512","","https://www.bitfang.com/benq-bl912-19-in-led-tn-flat-screen-monitor"
"1597442363-676","https://www.bitfang.com/computer-hardware","ADATA AHD700-1TU31-CBL 1 TB USB 3...","₹ 3,465","","https://www.bitfang.com/adata-ahd700-1tu31-cbl-1-tb-usb-30-8-mb-25-in-external-hard-drive"
"1597442363-120","https://www.bitfang.com/computer-hardware","AMD Ryzen 5 RYZEN-5-3600X 6-Core ...","₹ 20,400","","https://www.bitfang.com/amd-ryzen-5-ryzen-5-3600x-6-core-38-ghz-am4-desktop-processor"
"1597442363-354","https://www.bitfang.com/computer-hardware","Acer QG271 AMD FreeSync Flat Scre...","₹ 12,739","","https://www.bitfang.com/acer-qg271-amd-freesync-flat-screen-75-hz-1920-x-1080-va-27-in-monitor"
"1597442363-1194","https://www.bitfang.com/computer-hardware","Western Digital Purple WD20PURZ 2...","₹ 5,043","","https://www.bitfang.com/western-digital-purple-wd20purz-2-tb-sata-6gbs-internal-hard-drive"
"1597442363-489","https://www.bitfang.com/computer-hardware","Philips 245C7QJSB/94 Nvidia G-Syn...","₹ 13,808","","https://www.bitfang.com/philips-245c7qjsb94-nvidia-g-sync-flat-screen-60-hz-1920-x-1080-tn-238-in-monitor"
"1597442363-494","https://www.bitfang.com/computer-hardware","Cadyce CA-CU3V 4 Port USB Hub","₹ 4,001","","https://www.bitfang.com/cadyce-ca-cu3v-4-port-usb-hub"
"1597442363-1082","https://www.bitfang.com/computer-hardware","ADATA Slim AHV620S-2TU31-CBL 2 TB...","₹ 6,434","","https://www.bitfang.com/adata-ahv620s-2tu31-cbl-2-tb-usb-no-portable-hdds"
"1597442363-1012","https://www.bitfang.com/computer-hardware","Dell MV570 Inspiron 65W Mid Tower...","₹ 19,874","","https://www.bitfang.com/dell-mv570-mid-tower-cabinets"
"1597442363-1036","https://www.bitfang.com/computer-hardware","D-Link DWL-6610AP Wireless 2.4 GH...","₹ 48,746","","https://www.bitfang.com/d-link-dwl-6610ap-24-ghz-wireless"
"1597442363-691","https://www.bitfang.com/computer-hardware","Adata AX4U240038G16-SRS 8GB 2400M...","₹ 2,979","","https://www.bitfang.com/adata-ax4u240038g16-srs-ddr4-8-gb-2400mhz"
"1597442363-549","https://www.bitfang.com/computer-hardware","Western Digital My Passport WDBS4...","₹ 6,859","","https://www.bitfang.com/western-digital-my-passport-wdbs4b0020bbk-wesn"
"1597442363-1185","https://www.bitfang.com/computer-hardware","Sony USM32MX3 64GB Micro Vault 64...","₹ 1,484","","https://www.bitfang.com/sony-usm32mx3-64gb-flash-drive-64-gb-pendrive"
"1597442363-902","https://www.bitfang.com/computer-hardware","Msi B450 TOMAHAWK AM4 AMD B45 DDR...","₹ 13,199","","https://www.bitfang.com/msi-b450-tomahawk-amd-b450-ddr4-sdram-atx-desktop-motherboard"
"1597442363-590","https://www.bitfang.com/computer-hardware","Gigabyte GV-N710D3-2GL GeForce PC...","₹ 2,768","","https://www.bitfang.com/gigabyte-gv-n710d3-2gl-geforce-pci-express-20-graphic-card"
"1597442363-241","https://www.bitfang.com/computer-hardware","MSI B450 GAMING PRO CARBON AC AM4...","₹ 12,501","","https://www.bitfang.com/msi-b450-gaming-pro-carbon-ac-am4-amd-b450-ddr4-atx-amd-desktop-motherboard"
"1597442363-215","https://www.bitfang.com/computer-hardware","Gskill F4-3200C16S-16GVK 16 GB  2...","₹ 7,421","","https://www.bitfang.com/gskill-f4-3200c16s-16gvk-16-gb-2133-mhz-ddr4-desktop-memory"
"1597442363-563","https://www.bitfang.com/computer-hardware","EPSON Perfection V39 48bit CIS Fl...","₹ 4,054","","https://www.bitfang.com/epson-perfection-v39-48bit-scanner"
"1597442363-1077","https://www.bitfang.com/computer-hardware","ADATA Shock Resistant AHD330-1TU3...","₹ 3,465","","https://www.bitfang.com/adata-ahd330-1tu31-crd-1-tb-usb-30-no-portable-hdds"
"1597442363-643","https://www.bitfang.com/computer-hardware","Adata AX4U320038G16-DB80 16GB 320...","₹ 8,083","","https://www.bitfang.com/adata-ax4u320038g16-db80-ddr4-16-gb-3200mhz"
"1597442363-551","https://www.bitfang.com/computer-hardware","Seagate Backup Plus STHN2000402 2...","₹ 5,291","","https://www.bitfang.com/seagate-backup-plus-sthn2000402"
"1597442363-555","https://www.bitfang.com/computer-hardware","HP F5R96B Colour Inkjet Duplex Pr...","₹ 6,663","","https://www.bitfang.com/hp-f5r96b-colour-inkjet-duplex-printer"
"1597442363-353","https://www.bitfang.com/computer-hardware","Acer VG240Y AMD FreeSync Widescre...","₹ 9,309","","https://www.bitfang.com/acer-vg240y-amd-freesync-widescreen-75-hz-1920-x-1080-ips-238-in-monitor"
"1597442363-1349","https://www.bitfang.com/computer-hardware","Asus Z170 -P LGA 2011 Intel Z170 ...","₹ 18,315 per 0 day(s)","","https://www.bitfang.com/asus-z170-p-lga-1151-ddr4-intel-motherboard"
"1597442363-853","https://www.bitfang.com/computer-hardware","Zebronics ZEB-SW6100RUCF 5.1 Chan...","₹ 4,857","","https://www.bitfang.com/zebronics-sw6100-rucf-zeb-computer-multimedia-51-speaker"
"1597442363-259","https://www.bitfang.com/computer-hardware","MSI B450M MORTAR MAX AM4 AMD B450...","₹ 9,364","","https://www.bitfang.com/msi-b450m-mortar-max-am4-amd-b450-ddr4-micro-atx-amd-desktop-motherboard"
"1597442363-484","https://www.bitfang.com/computer-hardware","Philips 246E9QJAB/94 Nvidia G-Syn...","₹ 10,395","","https://www.bitfang.com/philips-246e9qjab94-nvidia-g-sync-flat-screen-75-hz-1920-x-1080-ips-238-in-monitor"
"1597442363-240","https://www.bitfang.com/computer-hardware","MSI MPG Z390M GAMING EDGE AC LGA ...","₹ 16,170","","https://www.bitfang.com/msi-mpg-z390m-gaming-edge-ac-lga-1151-intel-z390-ddr4-micro-atx-intel-desktop-motherboard"
"1597442363-663","https://www.bitfang.com/computer-hardware","ADATA ASD600Q-240GU31-CRD 240 GB ...","₹ 3,222","","https://www.bitfang.com/adata-asd600q-240gu31-crd-240-gb-nand-flash-25-in-ssds"
"1597442363-973","https://www.bitfang.com/computer-hardware","Belkin FBA_BE106000-04 6 Outlets ...","₹ 2,817","","https://www.bitfang.com/belkin-fba-be106000-04-spike-guards-4-ft-6-outlet"
"1597442363-163","https://www.bitfang.com/computer-hardware","Asus PRIME-H310M-CS-R2.0 LGA 1151...","₹ 4,875","","https://www.bitfang.com/asus-prime-h310m-cs-r20-lga-1151-intel-h310-ddr4-matx-intel-desktop-motherboard"
"1597442363-970","https://www.bitfang.com/computer-hardware","Belkin AV10089BT12 3.6 mtr HDMI C...","₹ 3,666","","https://www.bitfang.com/belkin-av10089bt12-hdmi-black"
"1597442363-667","https://www.bitfang.com/computer-hardware","ADATA Military Grade ASD700-512GU...","₹ 6,929","","https://www.bitfang.com/adata-asd700-512gu31-cyl-512-gb-nand-flash-25-in-ssds"
"1597442363-320","https://www.bitfang.com/computer-hardware","HyperX HX432C16FB3/8 8 GB 3200 MH...","₹ 4,115","","https://www.bitfang.com/hyperx-hx432c16fb38-8-gb-3200-mhz-ddr4-desktop-memory"
"1597442363-561","https://www.bitfang.com/computer-hardware","Seagate V Series MQ01ABD050 500 G...","₹ 1,582","","https://www.bitfang.com/seagate-mq01abd050-500-gb-sata-6-gbs-8-mb-25-in-hdds"
"1597442363-100","https://www.bitfang.com/computer-hardware","MSI MEG-Z490-ACE LGA 1200 Intel Z...","₹ 43,899","","https://www.bitfang.com/msi-meg-z490-ace-lga-1200-intel-z490-ddr4-atx-intel-desktop-motherboard"
"1597442363-1102","https://www.bitfang.com/computer-hardware","Adata SU2U800B1G6R 1GB 800MHz DDR...","₹ 743","","https://www.bitfang.com/adata-su2u800b1g6r-1-gb-666-mhz-ddr2-desktop-ram"
"1597442363-652","https://www.bitfang.com/computer-hardware","ADATA AUV250-64G-RBK Silver 64 GB...","₹ 654","","https://www.bitfang.com/adata-auv250-64g-rbk-silver-64-gb-usb-20"
"1597442363-1002","https://www.bitfang.com/computer-hardware","Dell 14R(4010-D382) Laptop Batter...","₹ 2,449","","https://www.bitfang.com/dell-14r4010-d382-battery-black"
"1597442363-1235","https://www.bitfang.com/computer-hardware","Samsung T5 Portable MU-PA1T0B/WW ...","₹ 14,699","","https://www.bitfang.com/samsung-portable-mu-pa1t0bww-1-tb-25-in-no-external-solid-state-drive"
"1597442363-938","https://www.bitfang.com/computer-hardware","Belkin F5D8231-4 Wireless 4  300 ...","₹ 7,616","","https://www.bitfang.com/belkin-f5d8231-4-10100-mbps-4"
"1597442363-332","https://www.bitfang.com/computer-hardware","Gskill F3-2400C10D-8GTX 8 GB 2400...","₹ 5,930","","https://www.bitfang.com/gskill-f3-2400c10d-8gtx-8-gb-2400-mhz-ddr3-desktop-memory"
"1597442363-982","https://www.bitfang.com/computer-hardware","Belkin BLKF2E4141A10DD  Audio vid...","₹ 3,743","","https://www.bitfang.com/belkin-blkf2e4141a10dd-audio-video-cable-black"
"1597442363-207","https://www.bitfang.com/computer-hardware","Gskill F4-3600C19S-16GVRB 16 GB 3...","₹ 7,900","","https://www.bitfang.com/gskill-f4-3600c19s-16gvrb-16-gb-3600-mhz-ddr4-desktop-memory"
"1597442363-950","https://www.bitfang.com/computer-hardware","Belkin B2E031tt06-BLK 4 Outlets S...","₹ 12,642","","https://www.bitfang.com/belkin-b2e031tt06-blk-spike-guards-18-mtr-4"
"1597442363-69","https://www.bitfang.com/computer-hardware","Gskill F4-3600C19S-8GVRB 8GB 3600...","₹ 4,368","","https://www.bitfang.com/gskill-f4-3600c19s-8gvrb-8gb-3600-mhz-ddr4-desktop-memory"
"1597442363-619","https://www.bitfang.com/computer-hardware","ADATA AHD720-1TU31-CGN 1 TB Exter...","₹ 4,095","","https://www.bitfang.com/adata-ahd720-1tu31-cgn-1-tb-external-hard-drive"
"1597442363-610","https://www.bitfang.com/computer-hardware","ADATA AHV300-5TU31-CBK 5 TB Exter...","₹ 10,393","","https://www.bitfang.com/adata-ahv300-5tu31-cbk-5-tb-external-hard-drive"
"1597442363-148","https://www.bitfang.com/computer-hardware","INNO3D C208S3-08D6X-1780VA26 GEFO...","₹ 68,834","","https://www.bitfang.com/inno3d-c208s3-08d6x-1780va26-geforce-rtx-20-super-pci-express-30-graphic-card"
"1597442363-463","https://www.bitfang.com/computer-hardware","Asus ROG Maximus XI Hero (Wi-Fi) ...","₹ 25,525","","https://www.bitfang.com/asus-rog-maximus-xi-hero-wi-fi-lga-1151-intel-z390-ddr4-atx-intel-desktop-motherboard"
"1597442363-1108","https://www.bitfang.com/computer-hardware","Adata AX4U2400316G16-SRG 16GB 240...","₹ 5,939","","https://www.bitfang.com/adata-ax4u2400316g16-srg-16-gb-2400-mhz-ddr4-desktop-ram"
"1597442363-1326","https://www.bitfang.com/computer-hardware","Booq TSP15-GRY Laptop Sleeve Grey","₹ 3,403","","https://www.bitfang.com/booq-tsp15-gry-macbook-sleeve-grey"
"1597442363-1145","https://www.bitfang.com/computer-hardware","ADATA ASD700-512GU3-CBK SD700 512...","₹ 6,643","","https://www.bitfang.com/adata-asd700-512gu3-cbk-sd700-512-gb-external-solid-state-drive"
"1597442363-727","https://www.bitfang.com/computer-hardware","ADATA AHD710P-4TU31-CYL 4 TB Port...","₹ 9,112","","https://www.bitfang.com/adata-ahd710p-4tu31-cyl-4-tb-portable-external-hard-drive"
"1597442363-366","https://www.bitfang.com/computer-hardware","Galax GeForce GTX 1660 300 series...","₹ 17,995","","https://www.bitfang.com/galax-60srh7dsy91c-gtx-16-pci-express-30-graphics-card"
"1597442363-31","https://www.bitfang.com/computer-hardware","Nvidia 900-5G212-2540-000 PASCAL ...","₹ 13,599","","https://www.bitfang.com/nvidia-900-5g212-2540-000-pascal-pci-express-30-graphic-cardnvidia-900-5g212-2540-000-pascal-pci-express-30-graphic-card"
"1597442363-315","https://www.bitfang.com/computer-hardware","iBall 1080V 1000 VA 600 Watts UPS","₹","","https://www.bitfang.com/iball-1080v-1000-va-600-watts-ups"
"1597442363-617","https://www.bitfang.com/computer-hardware","ADATA AHD720-2TU31-CGN 2 TB Exter...","₹ 5,470","","https://www.bitfang.com/adata-ahd720-2tu31-cgn-2-tb-external-hard-drive"
"1597442363-598","https://www.bitfang.com/computer-hardware","Netgear GS608 External 8 Port Swi...","₹ 1,956","","https://www.bitfang.com/netgear-gs608-144-w-101001000-mbps-unmanaged-8-lan-port-poe-switches"
"1597442363-1168","https://www.bitfang.com/computer-hardware","LG 24MP59G AMD FreeSync Flat scre...","₹ 10,446","","https://www.bitfang.com/lg-24mp59g-24-in-led-ips-flat-screen-monitor"
"1597442363-173","https://www.bitfang.com/computer-hardware","Galax 26NRL7HPX7OC RTX 20 PCI Exp...","₹ 26,828","","https://www.bitfang.com/galax-26nrl7hpx7oc-rtx-20-pci-express-30-graphic-card"
"1597442363-1237","https://www.bitfang.com/computer-hardware","Samsung Portable MU-PA250B/WW 250...","₹ 8,791","","https://www.bitfang.com/samsung-portable-mu-pa250bww-250-gb-25-in-no-external-solid-state-drive"
"1597442363-789","https://www.bitfang.com/computer-hardware","Asus Nvidia GeForce GT 710 2GB 64...","₹ 3,152","","https://www.bitfang.com/asus-nvidia-geforce-gt-710-2gb-64-bit-ddr3-pci-express-graphic-cad"
"1597442363-810","https://www.bitfang.com/computer-hardware","Zebronics HOPE-BT-RUCF 4.1 Channe...","₹ 5,080","","https://www.bitfang.com/zebronics-hope-bt-rucf-41-speaker-system"
"1597442363-6","https://www.bitfang.com/computer-hardware","Amkette HUSHPROARCMOUSE Wireless ...","₹ 385","","https://www.bitfang.com/amkette-hushproarcmouse-wireless-usb-3-buttons-mouse"
"1597442363-1073","https://www.bitfang.com/computer-hardware","ADATA Slim Sleek AHV300-1TU31-CRD...","₹ 3,343","","https://www.bitfang.com/adata-ahv300-1tu31-crd-1-tb-usb-31-no-portable-hdds"
"1597442363-322","https://www.bitfang.com/computer-hardware","HyperX HX426C16FB3/8 8 GB 2666 MH...","₹ 3,428","","https://www.bitfang.com/hyperx-hx426c16fb38-8-gb-2666-mhz-ddr4-desktop-memory"
"1597442363-1220","https://www.bitfang.com/computer-hardware","Livetech  MSW 12 Wireless USB 3 B...","₹ 587","","https://www.bitfang.com/livetech-msw-12-wireless-usb-3-buttons"
"1597442363-686","https://www.bitfang.com/computer-hardware","Adata AX4U3200316G16-DT60 32GB 32...","₹ 15,862","","https://www.bitfang.com/adata-ax4u3200316g16-dt60-ddr4-32-gb-3200mhz"
"1597442363-1311","https://www.bitfang.com/computer-hardware","APC BE700Y-IND 700 VA 420 Watts U...","₹ 5,487","","https://www.bitfang.com/apc-be700y-ind-700-va-420-watts-ups"
"1597442363-269","https://www.bitfang.com/computer-hardware","Asus STRIX-X570-E-GAMING AMD X570...","₹ 27,979","","https://www.bitfang.com/asus-strix-x570-e-gaming-amd-x570-ddr4-atx-amd-desktop-motherboard"
"1597442363-523","https://www.bitfang.com/computer-hardware","Amkette Xcite Neo Keyboard & Mous...","₹ 533","","https://www.bitfang.com/amkette-xcite-neo-keyboard-mouse-usb-black"
"1597442363-720","https://www.bitfang.com/computer-hardware","ADATA AHD710P-4TU31-CRD 4 TB Port...","₹ 9,269","","https://www.bitfang.com/adata-ahd710p-4tu31-crd-4-tb-portable-external-hard-drive"
"1597442363-1058","https://www.bitfang.com/computer-hardware","Cadyce  CA-U2GE 3 mtr USB Cable","₹ 1,958","","https://www.bitfang.com/cadyce-ca-u2ge-usb-cable"
"1597442363-479","https://www.bitfang.com/computer-hardware","LG 24MK600M-W AMD FreeSync Flat s...","₹ 11,800","","https://www.bitfang.com/lg-24mk600m-amd-freesync-flat-screen-60-hz-1920-x-1080-ips-238-in-monitor"
"1597442363-102","https://www.bitfang.com/computer-hardware","Gigabyte X570-GAMING-X AM4 AMD X5...","₹ 17,725","","https://www.bitfang.com/gigabyte-x570-gaming-x-am4-amd-x570-ddr4-atx-amd-desktop-motherboard"
"1597442363-669","https://www.bitfang.com/computer-hardware","ADATA ASD700-256GU31-CYL 256 GB U...","₹ 4,437","","https://www.bitfang.com/adata-asd700-256gu31-cyl-256-gb-nand-flash-25-in-ssds"
"1597442363-993","https://www.bitfang.com/computer-hardware","Dell 9KN44 Laptop Battery Black","₹ 4,214","","https://www.bitfang.com/dell-9kn44-battery-black"
"1597442363-179","https://www.bitfang.com/computer-hardware","Asus TUF-3-RX5600XT-O6G-EVO-GAMIN...","₹ 32,373","","https://www.bitfang.com/asus-tuf-3-rx5600xt-o6g-evo-gaming-radeon-rx-5000-pci-express-40-graphic-card"
"1597442363-346","https://www.bitfang.com/computer-hardware","HP T3M79AA AMD FreeSync Flat Scre...","₹ 12,249","","https://www.bitfang.com/hp-t3m79aa-amd-freesync-flat-screen-60-hz-1920-x-1080-ips-238-in-monitor"
"1597442363-1338","https://www.bitfang.com/computer-hardware","Apple MC747B/B Power adapter Whit...","₹ 7,516","","https://www.bitfang.com/apple-mc747bb-power-adapter-white"
"1597442363-926","https://www.bitfang.com/computer-hardware","Adata AUSDH32GCL4-RM3BKBL 32 GB","₹ 1,676","","https://www.bitfang.com/adata-ausdh32gcl4-rm3bkbl-32-gb"
"1597442363-393","https://www.bitfang.com/computer-hardware","Logitech B100 Wired USB 2.0 3 But...","₹ 299","","https://www.bitfang.com/logitech-b100-wired-usb-20-3-buttons-mouse"
"1597442363-948","https://www.bitfang.com/computer-hardware","Belkin F7C01008q 8 Outlets Spike ...","₹ 7,046","","https://www.bitfang.com/belkin-f7c01008q-spike-guards-no-8"
"1597442363-1302","https://www.bitfang.com/computer-hardware","Gigabyte GA-AB350M-D3H AM4 AMD B3...","₹ 9,034","","https://www.bitfang.com/gigabyte-ga-ab350m-d3h-am4-amd-b350-ddr4-micro-atx-ryzen-athlon-desktop-motherboard"
"1597442363-1188","https://www.bitfang.com/computer-hardware","ADATA AHD710P-1TU31-CRD Portable ...","₹ 4,252","","https://www.bitfang.com/adata-ahd710p-1tu31-crd-portable-1-tb-usb-30-25-in-portable-external-hard-drive"
"1597442363-658","https://www.bitfang.com/computer-hardware","ADATA AUSDX128GUI3V30SA2-RA1 100 ...","₹ 1,272","","https://www.bitfang.com/adata-a1-u3-128gbausdx128gui3v30sa2-ra1-micro-sdxc-128-gb"
"1597442363-824","https://www.bitfang.com/computer-hardware","Zebronics SPK-BTRUCF BRAVO 2.1  2...","₹ 6,223","","https://www.bitfang.com/zeb-computer-multimedia-21-speaker-bravo"
"1597442363-223","https://www.bitfang.com/computer-hardware","Gskill F4-3000C16S-8GVRB 8GB 3000...","₹ 3,646","","https://www.bitfang.com/gskill-f4-3000c16s-8gvrb-8gb-3000-mhz-ddr4-desktop-memory"
"1597442363-606","https://www.bitfang.com/computer-hardware","ADATA AHV620S-2TU31-CBK 2 TB Exte...","₹ 4,863","","https://www.bitfang.com/adata-ahv620s-2tu31-cbk-2-tb-external-hard-drive"
"1597442363-47","https://www.bitfang.com/computer-hardware","Sapphire 11295-01-20G RADEON RX 5...","₹ 21,441","","https://www.bitfang.com/sapphire-11295-01-20g-radeon-rx-5000-pci-express-40-graphic-card"
"1597442363-792","https://www.bitfang.com/computer-hardware","ASUS Turbo RTX 2080 8GB GDDR6  Gr...","₹ 81,872","","https://www.bitfang.com/asus-turbo-rtx-2080-8gb-gddr6-graphic-cards"
"1597442363-22","https://www.bitfang.com/computer-hardware","Amkette AUXMETAL2 Audio Cable Bla...","₹ 413","","https://www.bitfang.com/amkette-auxmetal2-audio-cable-black"
"1597442363-242","https://www.bitfang.com/computer-hardware","Asus ZENITH-EXTREME Alpha sTR4 AM...","₹ 49,392","","https://www.bitfang.com/asus-zenith-extreme-alpha-str4-amd-x399-ddr4-atx-amd-desktop-motherboard"
"1597442363-1049","https://www.bitfang.com/computer-hardware","D-Link DAP-1720 Wireless 5 GHz Ra...","₹ 11,861","","https://www.bitfang.com/d-link-dap-1720-wireless-power-switch"
