web-scraper-order,web-scraper-start-url,name,price,instock,link,link-href
"1597509001-3236","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","HYPER-X FURY S SERIES - EXTRA LARGE GAMING MOUSE PAD","₹2,350","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=1949"
"1597509001-3678","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","RAZER DEATHSTALKER CHROMA WITH RGB BACKLIGHT GAMING KEYBOARD","₹6,500","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=1617"
"1597509001-3307","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","INTEL CORE I5-10400 10TH GENERATION PROCESSOR (12M CACHE, UP TO 4.30 GHZ)","₹17,999","null","","https://www.vedantcomputers.com/products?product_id=3225"
"1597509001-3206","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE Z390 AORUS PRO WIFI MOTHERBOARD","₹20,650","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=2306"
"1597509001-2781","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR HYDRO SERIES H80I V2 HIGH PERFORMANCE LIQUID CPU COOLER","₹10,100 ₹8,700","null","","https://www.vedantcomputers.com/products/corsair-hydro-series-h80i-v2-high-performance-liquid-cpu-cooler"
"1597509001-3575","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI MPG Z490 GAMING CARBON WIFI MOTHERBOARD","₹27,700","null","","https://www.vedantcomputers.com/products?product_id=3173"
"1597509001-3088","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE AORUS GEFORCE RTX 2070 XTREME 8GB GDDR6","₹52,315","Out Of Stock","","https://www.vedantcomputers.com/products/gigabyte-aorus-geforce-rtx-2070-xtreme-8gb-gddr6"
"1597509001-3373","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","LG 27MP59G-P 27 INCH FULL HD IPS LED GAMING MONITOR","₹16,290","Out Of Stock","","https://www.vedantcomputers.com/products/lg-27-mp59g-p-27-inch-full-hd-ips-led"
"1597509001-3708","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","RAZER OVERWATCH GOLIATHUS EXPENDED SPEED GAMING MOUSE PAD","₹2,250","Out Of Stock","","https://www.vedantcomputers.com/products/razer-overwatch-goliathus-expended-speed-gaming-mouse-pad"
"1597509001-3097","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE AORUS NVME GEN4 500 GB SSD","₹15,950","Out Of Stock","","https://www.vedantcomputers.com/products/gigabyte-aorus-nvme-gen4-500-gb-ssd"
"1597509001-3786","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","SAPPHIRE RADEON NITRO+ RX 5500 XT 8G SPECIAL EDITION GDDR6","₹21,900","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3025"
"1597509001-2301","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ANTEC FORMULA X THERMAL PASTE","₹595","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=2856"
"1597509001-3630","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","NZXT H500 COMPACT MID-TOWER CASE WITH TEMPERED GLASS MATTE BLACK AND RED","₹7,212","Out Of Stock","","https://www.vedantcomputers.com/products/nzxt-h500-compact-mid-tower-case-%20with-tempered-glass-matte-black-red"
"1597509001-3224","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","HP LASERJET PRO P1108 BLACK AND WHITE LASER PRINTER","₹10,950","null","","https://www.vedantcomputers.com/products/hp-laserjet-pro-p1108-black-and-white-laser-printer"
"1597509001-3229","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","HYPER-X ALLOY FPS MECHANICAL CHERRY MX BLUE GAMING KEYBOARD","₹7,999","Out Of Stock","","https://www.vedantcomputers.com/products/hyper-x-alloy-fps-mechanical-cherry-mx-blue"
"1597509001-3743","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","SAMSUNG LC27FG70FQWXXL 27 INCH CURVED WITH 1800R FUll HD LED GAMING MONITOR","₹29,360","Out Of Stock","","https://www.vedantcomputers.com/products/samsung-lc27fg-70fqwxxl-27-inch-curved-with-1800r-full-hd-led"
"1597509001-3621","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","NZXT AER RGB 2 140MM CABINET FAN (HF-28140-B1)","₹2,700","null","","https://www.vedantcomputers.com/products/nzxt-aer-rgb-2-140mm-hf-28140-b1"
"1597509001-2415","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS GEFORCE TUF GAMING X3 GTX 1660 SUPER™ OC EDITION 6GB GDDR6","₹24,500","Out Of Stock","","https://www.vedantcomputers.com/products/asus-geforce-tuf-gaming-x3-gtx-1660-super-oc-edition-6gb-gddr6"
"1597509001-2678","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER SICKLE FLOW X 120 MM LED CABINET FAN (BLUE)","₹520","Out Of Stock","","https://www.vedantcomputers.com/products/cooler-master-sickle-flow-x-120-mm-led-blue"
"1597509001-2397","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS GEFORCE GTX 1060 DUAL EDITION 3GB GDDR5","₹25,230 ₹22,000","Out Of Stock","","https://www.vedantcomputers.com/products/asus-dual-geforce-gtx-1060-oc-edition-3gb-gddr5"
"1597509001-3062","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GALAX GEFORCE RTX 2070 EX (1 CLICK OC) 8GB GDDR6","₹39,800","Out Of Stock","","https://www.vedantcomputers.com/products/galax-geforce-rtx-2070-ex-1-click-oc-8gb-gddr6"
"1597509001-2170","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ADATA XPG PRIME 24 PIN ARGB EXTENSION CABLE - MB","₹5,400 ₹4,399","null","","https://www.vedantcomputers.com/products?product_id=3366"
"1597509001-2593","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER CK550 GATERON MECHANICAL BROWN SWITCHES KEYBOARD","₹7,300","null","","https://www.vedantcomputers.com/products?product_id=3119"
"1597509001-2852","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR SIMPLE AUDIO GO PORTABLE MINI BLUETOOTH SPEAKER","₹3,140","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=2235"
"1597509001-2880","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR VENGEANCE RGB PRO 16GB (2 X 8GB) DDR4 DRAM 3200MHZ C16 BLACK RAM","₹17,350","Out Of Stock","","https://www.vedantcomputers.com/products/corsair-vengeance-rgb-pro-16gb-2-8gb-ddr4-dram-3200mhz-c16-memory-black"
"1597509001-3524","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI GF75 THIN 10SCXR INTEL CORE I7 10TH GEN 512GB NVMe SSD 8GB DDR4 17.3 INCH GEFORCE GTX 1650 4GB GDDR6 WINDOWS 10 GAMING LAPTOP","₹94,499","null","","https://www.vedantcomputers.com/products?product_id=3342"
"1597509001-2158","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ADATA XPG GAMMIX D30 16GB (16GBX1) DDR4 3200MHZ RAM","₹6,050","Out Of Stock","null",""
"1597509001-3618","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI Z490-A PRO MOTHERBOARD","₹16,300","null","","https://www.vedantcomputers.com/products?product_id=3177"
"1597509001-3861","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","WD BLACK 2TB HDD (WD2003FZEX)","₹10,650","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=921"
"1597509001-3760","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","SAMSUNG PORTABLE T5 1TB SSD","₹16,750","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=1755"
"1597509001-3142","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE GEFORCE GTX 1050 TI 4GB OC WINDFORCE GDDR5","₹17,110","Out Of Stock","","https://www.vedantcomputers.com/products/gigabyte-geforce-gtx-1050-ti-4gb-oc-windforce"
"1597509001-3860","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","WD BLACK 1TB PORTABLE MY PASSPORT USB 3.0 EXTERNAL HDD","₹4,700","null","","https://www.vedantcomputers.com/products/wd-black-1-tb-my-passport-usb-3-0"
"1597509001-3099","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE AORUS P850W  850 WATTS 80+ GOLD FULLY MODULAR PSU","₹11,100","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3028"
"1597509001-3433","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","LOGITECH WIRELESS M280 BLUE GAMING MOUSE","₹1,100","Out Of Stock","","https://www.vedantcomputers.com/products/logitech-wireless-m280-blue"
"1597509001-2381","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS DUAL GEFORCE RTX 2070 SUPER EVO ADVANCED 8GB GDDR6","₹54,500","null","","https://www.vedantcomputers.com/products?product_id=2707"
"1597509001-3249","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","HYPERX CLOUD STINGER BLACK GAMING HEADSET","₹4,450","null","","https://www.vedantcomputers.com/products/hyperx-cloud-stinger-black-headset"
"1597509001-3444","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","LOGITECH Z623 WITH SUBWOOFER THX SOUND 2.1 CHANNEL SPEAKERS","₹8,850","Out Of Stock","","https://www.vedantcomputers.com/products/logitech-z623-with-subwoofer-thx-sound-2-1-channel"
"1597509001-3194","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE X570 AORUS ELITE WIFI MOTHERBOARD","₹21,900","null","","https://www.vedantcomputers.com/products/gigabyte-x570-aorus-elite-wifi-motherboard"
"1597509001-3184","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE RADEON RX 570 4GB GAMING GDDR5","₹12,500","Out Of Stock","","https://www.vedantcomputers.com/products/gigabyte-radeon-rx-570-4gb-gaming"
"1597509001-3327","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","INTEL NUC7I5BNHX1 WITH OPTANE MEMORY NUC KIT","₹33,788","Out Of Stock","","https://www.vedantcomputers.com/products/nuc-kit-intel-nuc7i5bnhx1-with-optane-memory"
"1597509001-3502","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI GEFORCE RTX 2070 GAMING 8G GDDR6","₹54,900 ₹51,799","Out Of Stock","","https://www.vedantcomputers.com/products/msi-geforce-rtx-2070-gaming-8g-gddr6"
"1597509001-2549","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","BENQ ZOWIE S2 ESPORTS GAMING MOUSE","₹5,849","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3230"
"1597509001-3190","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE X399 AORUS PRO MOTHERBOARD","₹22,890","Out Of Stock","","https://www.vedantcomputers.com/products/gigabyte-x399-aorus-pro-motherboard"
"1597509001-2495","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS ROG STRIX XG32VQ 32 INCH WQHD GAMING MONITOR","₹46,300","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=2362"
"1597509001-3643","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","NZXT HUE+ C10L WIRED RGB LED CONTROLLER","₹4,960","null","","https://www.vedantcomputers.com/products/nzxt-c10l-wired-rgb-fan-controller-case"
"1597509001-2829","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR MM400 HIGH SPEED GAMING MOUSE PAD","₹600","Out Of Stock","","https://www.vedantcomputers.com/products/corsair-mm400-high-speed"
"1597509001-3100","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE AORUS RADEON RX 570 4GB GDDR5","₹17,400","Out Of Stock","","https://www.vedantcomputers.com/products/gigabyte-aorus-radeon-rx-570-4gb"
"1597509001-3226","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","HYPER-X ALLOY ELITE CHERRY MX BLUE SWITCHES (CLICKY) GAMING KEYBOARD","₹8,650","Out Of Stock","","https://www.vedantcomputers.com/products/hyper-x-alloy-elite-cherry-mx-blue-switches-clicky"
"1597509001-2573","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COMBO GAMING MOUSE + MOUSE PAD RAZER ABYSSUS 2000 AND GOLIATHUS CONTROL FISSURE","₹2,360","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=2889"
"1597509001-2588","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER ADDRESSABLE RGB 1-TO-5 SPLITTER CABLE","₹665","Out Of Stock","null",""
"1597509001-3950","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ZOTAC GEFORCE GTX 1050 TI MINI 4GB GDDR5","₹12,500 ₹12,300","Out Of Stock","","https://www.vedantcomputers.com/products/zotac-geforce-gtx-1050-ti-mini-4gb-gddr5"
"1597509001-3488","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI GEFORCE GTX 1660 SUPER VENTUS XS 6GB OC GDDR6","₹21,600","null","","https://www.vedantcomputers.com/products/msi-geforce-gtx-1660-super-ventus-xs-6gb-oc-gddr6"
"1597509001-2484","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS ROG STRIX GEFORCE RTX 2070 SUPER ADVANCED EDITION 8GB GDDR6","₹56,500","Out Of Stock","","https://www.vedantcomputers.com/products/asus-rog-strix-geforce-rtx-2070-super-advanced-edition-8gb-gddr6"
"1597509001-2949","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","DEEPCOOL GAMMAXX L120T BLUE CPU COOLER","₹3,666","null","","https://www.vedantcomputers.com/products?product_id=3154"
"1597509001-3005","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","G.SKILL 16GB (16GB x 1) DDR4 - 2400 MHZ RIPJAWS V SERIES RAM","₹5,700","null","","https://www.vedantcomputers.com/products/g-skill-16gbx1-ddr4-2400-mhz-ripjaws-v-series"
"1597509001-2679","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER SICKLE FLOW X 120 MM LED CABINET FAN (GREEN)","₹800","2-3 Days","","https://www.vedantcomputers.com/products/cooler-master-sickle-flow%20x-120-mm-led-green"
"1597509001-2169","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ADATA XPG LEVANTE 240MM ADDRESSABLE  RGB CPU COOLER","₹10,830","null","","https://www.vedantcomputers.com/products?product_id=3367"
"1597509001-3071","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE 120GB SATA 6.0GB/S SSD","₹1,650","Out Of Stock","","https://www.vedantcomputers.com/products/ssd-gigabyte-120gb-sata-6-0gb-s"
"1597509001-3716","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","SAMSUNG 860 EVO M.2 SATA 250GB SSD","₹4,975","null","","https://www.vedantcomputers.com/products?product_id=1990"
"1597509001-2487","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS ROG STRIX RADEON RX 570 GAMING OC EDITION 8GB GDDR5","₹14,999","null","","https://www.vedantcomputers.com/products?product_id=3411"
"1597509001-3140","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE GEFORCE GTX 1050 TI 4GB G1 GAMING GDDR5","₹16,643","Out Of Stock","","https://www.vedantcomputers.com/products/gigabyte-geforce-gtx-1050-ti-g1-gaming-4g"
"1597509001-3294","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","INTEL 660P SERIES 512 GB, M.2 80MM PCIE* 3.0 X4, 3D2, QLC SSD","₹4,950","Out Of Stock","","https://www.vedantcomputers.com/products/intel-660p-series-512-gb-m-2-80mm-pcie-3-0-4-3d2-qlc-ssd"
"1597509001-3007","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","G.SKILL 16GB (16GB x 1) DDR4 - 3200 MHZ RIPJAWS V SERIES RAM","₹6,950","null","","https://www.vedantcomputers.com/products/g-skill-16gb%20x1-ddr4-3200-mhz-ripjaws-v-series"
"1597509001-2779","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR HYDRO SERIES H45 LIQUID CPU COOLER","₹4,450","null","","https://www.vedantcomputers.com/products/corsair-hydro-series-h45"
"1597509001-3713","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","RISER EXTENDER CABLE VER 007 PCI-E PCI EXPRESS 1X to 16X POWER SLOT 60CM USB 3.0 ADAPTER CARD SATA 15PIN 1X216X-SATA - G.P.U","₹1,450","Out Of Stock","","https://www.vedantcomputers.com/products/riser-extender-cable-ver-007-pci-e-pci-express-1x-to-16x-power-slot-60-cm-usb-3-0-adapter-card-sata-15-pin-1x-216x-sata-gpu"
"1597509001-3023","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","G.SKILL 16GB (8GBX2) DDR4 - 3600 MHZ TRIDENT Z RGB SERIES F4-3600C19D-16GTZRB RAM","₹11,700","null","","https://www.vedantcomputers.com/products/g-skill-16gb-8gbx2-ddr4-3600-mhz-trident-z-rgb-series-f4-3600c19d-16gtzrb-ram"
"1597509001-3692","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","RAZER GOLIATHUS SPEED TERRA EDITION MEDIUM GAMING MOUSE PAD","₹1,500","Out Of Stock","","https://www.vedantcomputers.com/products/razer-goliathus-speed-terra-edition-medium-gaming-mouse-pad"
"1597509001-2518","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS TUF H470-PRO GAMING MOTHERBOARD","₹14,900","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3391"
"1597509001-2637","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER MASTERFAN SF120M CABINET FAN","₹1,900","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=2962"
"1597509001-2955","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","DEEPCOOL MATREXX 30 WITH TEMPERED GLASS MINI-TOWER CABINET","₹2,825","null","","https://www.vedantcomputers.com/products?product_id=3289"
"1597509001-3319","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","INTEL CORE I7 9700KF 9TH GENERATION PROCESSOR (12M CACHE, UP TO 4.90 GHZ)","₹31,100","null","","https://www.vedantcomputers.com/products?product_id=3351"
"1597509001-3662","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","PNY NVIDIA QUADRO P2000 5GB GDDR5","₹37,010","Out Of Stock","","https://www.vedantcomputers.com/products/pny-nvidia-quadro-p2000-5gb-ddr5"
"1597509001-3453","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI B360 GAMING PRO CARBON MOTHERBOARD","₹12,500","Out Of Stock","","https://www.vedantcomputers.com/products/msi-b360-gaming-pro-carbon-mother-board"
"1597509001-2143","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ACER KG241QP 23.6 IN FHD 144HZ GAMING MONITOR","₹12,199","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3101"
"1597509001-3661","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","PNY NVIDIA QUADRO P1000 4GB GDDR5","₹29,320","Out Of Stock","","https://www.vedantcomputers.com/products/pny-nvidia-quadro-p1000-4gb-ddr5"
"1597509001-3749","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","SAMSUNG LS22F350FHWXXL 21.5 INCH FUll HD LED GAMING MONITOR","₹7,280","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3380"
"1597509001-3353","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","LENOVO P27H-10 - 27 INCH WIDE QHD (4MS RESPONSE TIME, IPS PANEL) GAMING MONITOR","₹30,490","Out Of Stock","","https://www.vedantcomputers.com/products/lenovo-p27h-10-27-%20inch-wide-qhd-4ms-response-time-ips%20panel"
"1597509001-3219","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","HP LASERJET 1020 PLUS BLACK AND WHITE LASER PRINTER","₹11,950","null","","https://www.vedantcomputers.com/products/hp-laserjet-1020-plus-black-and-white-laser-printer"
"1597509001-2765","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR HS70 SE WIRELESS GOLD GAMING HEADSET (AP)","₹9,250","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3340"
"1597509001-3536","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI GP75 LEOPARD  9SE INTEL CORE I7 9TH GEN 16GB DDR4 1TB HDD 512 GB SSD 17.3 INCH FHD GEFORCE RTX 2060 6GB GDDR6 WINDOWS 10 GAMING LAPTOP","₹155,390","Out Of Stock","null",""
"1597509001-2494","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS ROG STRIX XG27VQ 27 INCH CURVED FULL HD LED GAMING MONITOR","₹32,400","Out Of Stock","","https://www.vedantcomputers.com/products/asus-rog-strix-xg27vq-27-inch-curved-full-hd-led"
"1597509001-2525","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS VIVOSTICK PC (TS10)","₹10,850","Out Of Stock","","https://www.vedantcomputers.com/products/asus-vivostick-pc-ts10"
"1597509001-2867","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR VENGEANCE 4GB DDR3 RAM","₹2,350","Out Of Stock","null",""
"1597509001-2156","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ADATA XPG GAMMIX D30 16GB (16GBx1) DDR4 3000MHZ (AX4U3000316G16A-SR30) RAM","₹6,400","Out Of Stock","null",""
"1597509001-3306","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","INTEL CORE I5 9600KF 9TH GENERATION PROCESSOR (9M CACHE, UP TO 4.60 GHZ)","₹16,250","null","","https://www.vedantcomputers.com/products?product_id=2958"
"1597509001-3717","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","SAMSUNG 860 EVO M.2 SATA 500GB SSD","₹7,150","null","","https://www.vedantcomputers.com/products/samsung-860-evo-m-2-sata-500gb"
"1597509001-3348","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","LENOVO L27Q-10 - 27 INCH (4MS RESPONSE TIME, QHD IPS PANEL) GAMING MONITOR","₹23,900","Out Of Stock","","https://www.vedantcomputers.com/products/lenovo-l27q-10-27-inch-4ms-response-time-qhd-ips-panel"
"1597509001-3182","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE P650B 650 WATTS 80+ BRONZE PSU","₹4,550","null","","https://www.vedantcomputers.com/products?product_id=3403"
"1597509001-2507","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS TUF B450-PLUS GAMING MOTHERBOARD","₹9,550","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=2150"
"1597509001-3301","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","INTEL CORE I5 8400 8TH GENERATION PROCESSOR (9M CACHE, UP TO 4.00 GHZ)","₹15,850","Out Of Stock","null",""
"1597509001-3557","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI MEG Z390 ACE MOTHERBOARD","₹26,750","null","","https://www.vedantcomputers.com/products/msi-meg-z390-ace"
"1597509001-3525","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI GF75 THIN 9SC INTEL CORE I7 9TH GEN 512 GB SSD 8GB DDR4 17.3 INCH GEFORCE GTX 1650 4GB GDDR5 WINDOWS 10 GAMING LAPTOP","₹95,000","Out Of Stock","","https://www.vedantcomputers.com/products/msi-gf75-thin-9sc-intel-core-i7-9th-gen-1tb-hdd-8gb-ddr4-17-3-inch-geforce-gtx-1650-4gb-gddr5-windows-10-gaming-laptop"
"1597509001-3619","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","NZXT AER 140MM RGB LED - TRIPLE PACK CABINET FAN (RF-AR140-T1)","₹6,140","Out Of Stock","","https://www.vedantcomputers.com/products/nzxt-aer-rgb-140mm-rgb-led-triple-pack-rf-ar140-t1"
"1597509001-2809","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR LIGHTING NODE PRO LED STRIP","₹4,750","null","","https://www.vedantcomputers.com/products/corsair-lighting-node-pro-led-strip"
"1597509001-2454","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS RADEON RX 560 OC 4GB GDDR5","₹11,075","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=2503"
"1597509001-2602","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER HYPER 212 RGB BLACK EDITION CPU COOLER","₹4,350","null","","https://www.vedantcomputers.com/products/cooler-master-hyper-212-rgb-black-edition-cpu-cooler"
"1597509001-3640","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","NZXT H700I MID-TOWER RGB LIGHTING MATTE BLACK AND RED","₹16,528","Out Of Stock","","https://www.vedantcomputers.com/products/nzxt-h700i-mid-tower-case-rgb-lighting-matte-black-red"
"1597509001-2577","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COMBO OFFER AMD RYZEN 5 2600X PROCESSOR AND ASUS PRIME B450M-A MOTHERBOARD","₹20,499","Out Of Stock","null",""
"1597509001-2726","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR CX SERIES CX550 — 550 WATT 80 PLUS BRONZE CERTIFIED ATX PSU","₹5,050","Out Of Stock","","https://www.vedantcomputers.com/products/corsair-cx-series-cx550-550-watt-80-plus-bronze-certified-atx-psu"
"1597509001-3105","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE B365M DS3H WIFI MOTHERBOARD","₹8,350","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3109"
"1597509001-2786","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR ICUE 220T RGB AIRFLOW TEMPERED GLASS MID-TOWER  SMART BLACK GAMING CABINET","₹7,850","null","","https://www.vedantcomputers.com/products/corsair-icue-220t-rgb-airflow-tempered-glass-mid-tower-smart-black-gaming-cabinet"
