web-scraper-order,web-scraper-start-url,page,page-href,name,price,stock,link,link-href
"1597510087-5995","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/37/?post_type=product&taxonomy=product_cat&s","Seagate 4TB 3.5 inch SATA 3.0 7200 RPM Enterprise Internal Hard Drive","Call for Price","null","Seagate 4TB 3.5 inch SATA 3.0 7200 RPM Enterprise Internal Hard Drive","https://www.primeabgb.com/online-price-reviews-india/seagate-4tb-3-5-inch-sata-3-0-7200-rpm-enterprise-internal-hard-drive-7/"
"1597509700-5296","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/60/?post_type=product&taxonomy=product_cat&s","GALAX GAMER L S11 120GB SATA III SSD TGAA1D4M4BG49BNSBCYDXN","₹2,655 ₹2,300","null","GALAX GAMER L S11 120GB SATA III SSD TGAA1D4M4BG49BNSBCYDXN","https://www.primeabgb.com/online-price-reviews-india/galax-gamer-l-s11-120gb-sata-iii-ssd-tgaa1d4m4bg49bnsbcydxn/"
"1597509033-4089","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/99/?post_type=product&taxonomy=product_cat&s","Intel S3700 200GB Enterprise SSD SSDSC2BA200G301","₹41,383","Sold Out","Intel S3700 200GB Enterprise SSD SSDSC2BA200G301","https://www.primeabgb.com/online-price-reviews-india/intel-s3700-200gb-ssd/"
"1597510031-5894","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/40/?post_type=product&taxonomy=product_cat&s","G.skill TZ Royal Silver Series 64GB (4x16GB) 3600 MHz DDR4 Memory F4-3600C18Q-64GTRS","₹49,558 ₹39,646","Sold Out","G.skill TZ Royal Silver Series 64GB (4x16GB) 3600 MHz DDR4 Memory F4-3600C18Q-64GTRS","https://www.primeabgb.com/online-price-reviews-india/g-skill-tz-royal-silver-series-64gb-4x16gb-3600-mhz-ddr4-memory-f4-3600c18q-64gtrs/"
"1597509716-5322","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/59/?post_type=product&taxonomy=product_cat&s","Corsair RMi Series RM1000i 1000 Watt 80 PLUS Gold Fully Modular PSU CP-9020084-NA","₹18,000 ₹15,500","Sold Out","Corsair RMi Series RM1000i 1000 Watt 80 PLUS Gold Fully Modular PSU CP-9020084-NA","https://www.primeabgb.com/online-price-reviews-india/corsair-rmi-series-rm1000i-1000-watt-80-plus-gold-fully-modular-psu-cp-9020084-na/"
"1597509223-4435","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/89/?post_type=product&taxonomy=product_cat&s","SAPPHIRE GRAPHICS CARD RADEON RX 550 4GB GDDR5 OC PULSE 11268-01-41G","Call for Price","Sold Out","SAPPHIRE GRAPHICS CARD RADEON RX 550 4GB GDDR5 OC PULSE 11268-01-41G","https://www.primeabgb.com/online-price-reviews-india/sapphire-graphics-card-radeon-rx-550-4gb-gddr5-oc-pulse-11268-01-41g/"
"1597509267-4508","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/86/?post_type=product&taxonomy=product_cat&s","Asus VP278H-P 27 inch Widescreen LED Gaming Monitor VP278H","₹17,898 ₹17,046","Sold Out","Asus VP278H-P 27 inch Widescreen LED Gaming Monitor VP278H","https://www.primeabgb.com/online-price-reviews-india/asus-vp278h-p-27-inch-widescreen-led-gaming-monitor-vp278h/"
"1597509480-4906","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/73/?post_type=product&taxonomy=product_cat&s","Viewsonic 18.5 inch VA1901-A TN Monitor","₹6,500 ₹5,046","Sold Out","Viewsonic 18.5 inch VA1901-A TN Monitor","https://www.primeabgb.com/online-price-reviews-india/viewsonic-18-5-va1901-a-tn-monitor/"
"1597510277-6341","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/25/?post_type=product&taxonomy=product_cat&s","AMD EPYC Rome 7502 AMD EPYC 7002 Series 2.5 GHz Server Processor","₹390,688 ₹312,550","null","AMD EPYC Rome 7502 AMD EPYC 7002 Series 2.5 GHz Server Processor","https://www.primeabgb.com/online-price-reviews-india/amd-epyc-rome-7502-amd-epyc-7002-series-2-5-ghz-server-processor-2/"
"1597510476-6692","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/13/?post_type=product&taxonomy=product_cat&s","Seagate 4TB Backup Plus Portable External Hard Drive USB 3.0 STHP4000400","₹12,799 ₹9,899","null","Seagate 4TB Backup Plus Portable External Hard Drive USB 3.0 STHP4000400","https://www.primeabgb.com/online-price-reviews-india/seagate-4tb-backup-plus-portable-external-hard-drive-usb-3-0-sthp4000400/"
"1597510579-6884","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/7/?post_type=product&taxonomy=product_cat&s","ASUS GeForce GT 710 2GB GDDR5 Graphic Card GT710-SL-2GD5","₹5,000 ₹3,650","null","ASUS GeForce GT 710 2GB GDDR5 Graphic Card GT710-SL-2GD5","https://www.primeabgb.com/online-price-reviews-india/asus-geforce-gt-710-2gb-gddr5-graphic-card-gt710-sl-2gd5/"
"1597510579-6882","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/7/?post_type=product&taxonomy=product_cat&s","ASUS TUF GAMING B460M-PLUS Intel B460 Motherboard","₹15,500 ₹11,453","Sold Out","ASUS TUF GAMING B460M-PLUS Intel B460 Motherboard","https://www.primeabgb.com/online-price-reviews-india/asus-tuf-gaming-b460m-plus-intel-b460-motherboard/"
"1597509463-4861","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/74/?post_type=product&taxonomy=product_cat&s","G.SKILL TridentZ 64GB (4 x 16GB) DDR4 3466 Desktop Memory F4-3466C16Q-64GTZKK","Call for Price","Sold Out","G.SKILL TridentZ 64GB (4 x 16GB) DDR4 3466 Desktop Memory F4-3466C16Q-64GTZKK","https://www.primeabgb.com/online-price-reviews-india/g-skill-tridentz-64gb-4-x-16gb-ddr4-3466-desktop-memory-f4-3466c16q-64gtzkk/"
"1597510627-6962","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/4/?post_type=product&taxonomy=product_cat&s","BenQ PD3220U DesignVue Designer 31.5″ 16:9 HDR 4K IPS Monitor","₹137,913 ₹114,999","null","BenQ PD3220U DesignVue Designer 31.5″ 16:9 HDR 4K IPS Monitor","https://www.primeabgb.com/online-price-reviews-india/benq-pd3220u-designvue-designer-31-5-169-hdr-4k-ips-monitor/"
"1597510177-6158","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/31/?post_type=product&taxonomy=product_cat&s","Antec Neptune 120 ARGB Advanced All in One 120mm Cpu Liquid Cooler","₹7,500 ₹5,400","null","Antec Neptune 120 ARGB Advanced All in One 120mm Cpu Liquid Cooler","https://www.primeabgb.com/online-price-reviews-india/antec-neptune-120-argb-advanced-one-120mm-cpu-liquid-cooler/"
"1597510177-6170","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/31/?post_type=product&taxonomy=product_cat&s","Intel Core i3-9100 Coffee Lake 4-Core 3.6 GHz Processor BX80684I39100","₹12,500 ₹10,300","null","Intel Core i3-9100 Coffee Lake 4-Core 3.6 GHz Processor BX80684I39100","https://www.primeabgb.com/online-price-reviews-india/intel-core-i3-9100-coffee-lake-4-core-3-6-ghz-processor-bx80684i39100/"
"1597510306-6401","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/23/?post_type=product&taxonomy=product_cat&s","Supermicro Intel C621 Chipset E-ATX Server Motherboard X11DAC","₹72,136 ₹57,709","null","Supermicro Intel C621 Chipset E-ATX Server Motherboard X11DAC","https://www.primeabgb.com/online-price-reviews-india/supermicro-intel-c621-chipset-e-atx-server-motherboard-x11dac/"
"1597510476-6706","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/13/?post_type=product&taxonomy=product_cat&s","Logitech C310H Simple video calling in HD 720p Webcam","₹2,899 ₹2,275","Sold Out","Logitech C310H Simple video calling in HD 720p Webcam","https://www.primeabgb.com/online-price-reviews-india/logitech-c310h-simple-video-calling-hd-720p-webcam/"
"1597510046-5936","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/39/?post_type=product&taxonomy=product_cat&s","G.skill Trident Z Royal Gold Series 64GB (4x16GB) 3600 MHz DDR4 Memory F4-3600C16Q-64GTRG","₹78,069 ₹62,455","Sold Out","G.skill Trident Z Royal Gold Series 64GB (4x16GB) 3600 MHz DDR4 Memory F4-3600C16Q-64GTRG","https://www.primeabgb.com/online-price-reviews-india/g-skill-trident-z-royal-gold-series-64gb-4x16gb-3600-mhz-ddr4-memory-f4-3600c16q-64gtrg/"
"1597510476-6713","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/13/?post_type=product&taxonomy=product_cat&s","Intel NUC NUC5I3RYH Intel i3 5th Gen, USB 3.0, Supports M.2 SSD, Intel HD Graphics 5500","₹19,299 ₹16,475","Sold Out","Intel NUC NUC5I3RYH Intel i3 5th Gen, USB 3.0, Supports M.2 SSD, Intel HD Graphics 5500","https://www.primeabgb.com/online-price-reviews-india/intel-nuc-nuc5i3ryh-intel-i3-5th-gen-usb-3-0-supports-m-2-ssd-intel-hd-graphics-5500/"
"1597510534-6819","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/9/?post_type=product&taxonomy=product_cat&s","MSI GT 710 2GD3H LP 2GB DDR3 Graphic Card","₹4,219 ₹3,375","Sold Out","MSI GT 710 2GD3H LP 2GB DDR3 Graphic Card","https://www.primeabgb.com/online-price-reviews-india/msi-gt-710-2gd3h-lp-2gb-ddr3-graphic-card/"
"1597509422-4803","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/76/?post_type=product&taxonomy=product_cat&s","Gigabyte X299 UD4 Pro Ultra Durable Motherboard with RGB Fusion","₹32,700 ₹21,887","Sold Out","Gigabyte X299 UD4 Pro Ultra Durable Motherboard with RGB Fusion","https://www.primeabgb.com/online-price-reviews-india/gigabyte-x299-ud4-pro-ultra-durable-motherboard-with-rgb-fusion/"
"1597510292-6369","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/24/?post_type=product&taxonomy=product_cat&s","Supermicro Intel C621 Chipset ATX Server Motherboard X11SPL-F","₹39,930 ₹31,944","null","Supermicro Intel C621 Chipset ATX Server Motherboard X11SPL-F","https://www.primeabgb.com/online-price-reviews-india/supermicro-intel-c621-chipset-atx-server-motherboard-x11spl-f/"
"1597509316-4615","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/83/?post_type=product&taxonomy=product_cat&s","Antec A30 – Optimal CPU Cooler","₹1,499 ₹1,199","Sold Out","Antec A30 – Optimal CPU Cooler","https://www.primeabgb.com/online-price-reviews-india/antec-a30-optimal-cpu-cooler/"
"1597509316-4589","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/83/?post_type=product&taxonomy=product_cat&s","COOLER MASTER MASTERWATT 750W SMPS MPX-7501-AMAAB-IN","₹8,500 ₹6,700","null","COOLER MASTER MASTERWATT 750W SMPS MPX-7501-AMAAB-IN","https://www.primeabgb.com/online-price-reviews-india/cooler-master-masterwatt-750w-smps-mpx-7501-amaab/"
"1597509537-5020","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/69/?post_type=product&taxonomy=product_cat&s","ASUS PRIME-H310M-E Intel Motherboard","₹5,588 ₹4,615","Sold Out","ASUS PRIME-H310M-E Intel Motherboard","https://www.primeabgb.com/online-price-reviews-india/asus-prime-h310m-e-intel-motherboard/"
"1597509406-4781","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/77/?post_type=product&taxonomy=product_cat&s","MSI Gaming Laptop GS65 Stealth 8RF-Thin (GeForce® GTX 1070 , 8GB GDDR5)","₹189,990","null","MSI Gaming Laptop GS65 Stealth 8RF-Thin (GeForce® GTX 1070 , 8GB GDDR5)","https://www.primeabgb.com/online-price-reviews-india/msi-gaming-laptop-gs65-stealth-8rf-thin-geforce-gtx-1070-8gb-gddr5/"
"1597509863-5584","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/50/?post_type=product&taxonomy=product_cat&s","GIGABYTE 256GB M.2 PCIe NVMe SSD GP-GSM2NE3256GNTD","₹4,956 ₹4,200","null","GIGABYTE 256GB M.2 PCIe NVMe SSD GP-GSM2NE3256GNTD","https://www.primeabgb.com/online-price-reviews-india/gigabyte-256gb-m-2-pcie-nvme-ssd-gp-gsm2ne8256gntd/"
"1597510069-5947","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/38/?post_type=product&taxonomy=product_cat&s","WD Ultrastar DC HA210 2TB 3.5 inch SATA 3.0 7200 RPM Enterprise Internal Hard Drive","Call for Price","null","WD Ultrastar DC HA210 2TB 3.5 inch SATA 3.0 7200 RPM Enterprise Internal Hard Drive","https://www.primeabgb.com/online-price-reviews-india/wd-ultrastar-dc-ha210-2tb-3-5-inch-sata-3-0-7200-rpm-enterprise-internal-hard-drive/"
"1597509833-5530","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/52/?post_type=product&taxonomy=product_cat&s","BENQ GW2283 22 Inch FHD Frameless Monitor GW2283","₹9,898 ₹7,918","null","BENQ GW2283 22 Inch FHD Frameless Monitor GW2283","https://www.primeabgb.com/online-price-reviews-india/benq-gw2283-22-inch-fhd-frameless-monitor-gw2283/"
"1597510579-6872","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/7/?post_type=product&taxonomy=product_cat&s","MSI MPG B550 GAMING EDGE WIFI AMD B550 Motherboard","₹24,338 ₹21,240","null","MSI MPG B550 GAMING EDGE WIFI AMD B550 Motherboard","https://www.primeabgb.com/online-price-reviews-india/msi-mpg-b550-gaming-edge-wifi-amd-b550-motherboard/"
"1597509978-5812","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/43/?post_type=product&taxonomy=product_cat&s","SanDisk 500GB Extreme Portable USB 3.1 Type-C External SSD SDSSDE60-500G-G25","₹9,500 ₹7,800","Sold Out","SanDisk 500GB Extreme Portable USB 3.1 Type-C External SSD SDSSDE60-500G-G25","https://www.primeabgb.com/online-price-reviews-india/sandisk-500gb-extreme-portable-usb-3-1-type-c-external-ssd-sdssde60-500g-g25/"
"1597509910-5694","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/47/?post_type=product&taxonomy=product_cat&s","Gigabyte GeForce RTX 2060 SUPER WINDFORCE OC 8G Graphic Card GV-N206SWF2OC-8GD","₹39,999 ₹36,500","Sold Out","Gigabyte GeForce RTX 2060 SUPER WINDFORCE OC 8G Graphic Card GV-N206SWF2OC-8GD","https://www.primeabgb.com/online-price-reviews-india/gigabyte-geforce-rtx-2060-super-windforce-oc-8g-graphic-card-gv-n206swf2oc-8gd/"
"1597510230-6264","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/28/?post_type=product&taxonomy=product_cat&s","Cheapest i5 Gaming PC with Monitor, Keyboard & Mouse","₹79,999 ₹73,500","Sold Out","Cheapest i5 Gaming PC with Monitor, Keyboard & Mouse","https://www.primeabgb.com/online-price-reviews-india/cheapest-i5-gaming-pc-monitor-keyboard-mouse/"
"1597509644-5190","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/63/?post_type=product&taxonomy=product_cat&s","Samsung 883 DCT 480GB SATA 2.5 inch Enterprise SSD MZ-7LH480NE","Call for Price","Sold Out","Samsung 883 DCT 480GB SATA 2.5 inch Enterprise SSD MZ-7LH480NE","https://www.primeabgb.com/online-price-reviews-india/samsung-883-dct-480gb-sata-2-5-enterprise-ssd-mz-7lh480ne/"
"1597510658-7030","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","2","https://www.primeabgb.com/page/2/?post_type=product&taxonomy=product_cat&s","ADATA XPG SPECTRIX D60G Series 16GB (8GBx2) DDR4 3600MHz RGB RAM AX4U360038G18A-DT60","₹12,500 ₹9,850","null","ADATA XPG SPECTRIX D60G Series 16GB (8GBx2) DDR4 3600MHz RGB RAM AX4U360038G18A-DT60","https://www.primeabgb.com/online-price-reviews-india/adata-xpg-spectrix-d60g-series-16gb-8gbx2-ddr4-3600mhz-rgb-ram-ax4u360038g18a-dt60/"
"1597509281-4531","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/85/?post_type=product&taxonomy=product_cat&s","Seagate SkyHawk 3TB ST3000VX009 Surveillance 3.5 inch Hard Drive","₹8,510 ₹7,175","Sold Out","Seagate SkyHawk 3TB ST3000VX009 Surveillance 3.5 inch Hard Drive","https://www.primeabgb.com/online-price-reviews-india/seagate-skyhawk-3tb-st3000vx010-surveillance-3-5-hard-drive/"
"1597509778-5452","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/55/?post_type=product&taxonomy=product_cat&s","Thermaltake Tt eSPORTS DRACONEM RGB Cloth Edition Gaming Mouse Pad MP-DCM-RGBSMS-01","₹4,025 ₹2,632","Sold Out","Thermaltake Tt eSPORTS DRACONEM RGB Cloth Edition Gaming Mouse Pad MP-DCM-RGBSMS-01","https://www.primeabgb.com/online-price-reviews-india/thermaltake-tt-esports-draconem-rgb-cloth-edition-gaming-mouse-pad-mp-dcm-rgbsms-01/"
"1597509480-4905","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/73/?post_type=product&taxonomy=product_cat&s","Viewsonic 27 inch TD2740 10 Touch Monitor","₹75,000 ₹62,208","Sold Out","Viewsonic 27 inch TD2740 10 Touch Monitor","https://www.primeabgb.com/online-price-reviews-india/viewsonic-27-td2740-10-touch-monitor/"
"1597509480-4907","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/73/?post_type=product&taxonomy=product_cat&s","Viewsonic 23.6 inch TD2421 Touch Monitor","₹25,000 ₹22,464","Sold Out","Viewsonic 23.6 inch TD2421 Touch Monitor","https://www.primeabgb.com/online-price-reviews-india/viewsonic-23-6-td2421-touch-monitor/"
"1597510419-6619","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/16/?post_type=product&taxonomy=product_cat&s","Seagate Nytro 3031 800GB 2.5″ SAS 3.0 Mainstream Endurance SSD XS800ME70004","₹67,896 ₹54,317","null","Seagate Nytro 3031 800GB 2.5″ SAS 3.0 Mainstream Endurance SSD XS800ME70004","https://www.primeabgb.com/online-price-reviews-india/seagate-nytro-3031-800gb-2-5-sas-3-0-mainstream-endurance-ssd-xs800me70004/"
"1597510101-6011","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/36/?post_type=product&taxonomy=product_cat&s","Seagate 600GB 2.5 inch SAS 3.0 10K RPM Enterprise Internal Hard Drive","Call for Price","null","Seagate 600GB 2.5 inch SAS 3.0 10K RPM Enterprise Internal Hard Drive","https://www.primeabgb.com/online-price-reviews-india/seagate-600gb-2-5-inch-sas-3-0-10k-rpm-enterprise-internal-hard-drive-2/"
"1597510101-6024","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/36/?post_type=product&taxonomy=product_cat&s","Seagate 8TB 3.5 inch SAS 3.0 7200 RPM Enterprise Internal Hard Drive","Call for Price","null","Seagate 8TB 3.5 inch SAS 3.0 7200 RPM Enterprise Internal Hard Drive","https://www.primeabgb.com/online-price-reviews-india/seagate-8tb-3-5-inch-sas-3-0-7200-rpm-enterprise-internal-hard-drive-2/"
"1597509004-3989","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","1","https://www.primeabgb.com/page/1/?post_type=product&taxonomy=product_cat&s","Asrock Radeon RX 5700 XT Taichi X 8G OC+ Graphic Card","Call for Price","New","Asrock Radeon RX 5700 XT Taichi X 8G OC+ Graphic Card","https://www.primeabgb.com/online-price-reviews-india/asrock-radeon-rx-5700-xt-taichi-x-8g-oc-graphic-card/"
"1597510116-6041","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/35/?post_type=product&taxonomy=product_cat&s","Thermaltake TOUGHRAM RGB 16GB (8GBx2) 3200MHz DDR4 Memory R009D408GX2-3200C16A","₹11,500 ₹9,150","null","Thermaltake TOUGHRAM RGB 16GB (8GBx2) 3200MHz DDR4 Memory R009D408GX2-3200C16A","https://www.primeabgb.com/online-price-reviews-india/thermaltake-toughram-rgb-16gb-8gbx2-3200mhz-ddr4-memory-r009d408gx2-3200c16a/"
"1597509761-5420","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/56/?post_type=product&taxonomy=product_cat&s","Thermaltake Toughpower Grand RGB 850W Gold (RGB Sync Edition) PSU PS-TPG-0850FPCGEU-S","₹16,100 ₹11,962","Sold Out","Thermaltake Toughpower Grand RGB 850W Gold (RGB Sync Edition) PSU PS-TPG-0850FPCGEU-S","https://www.primeabgb.com/online-price-reviews-india/thermaltake-toughpower-grand-rgb-850w-gold-rgb-sync-edition-psu-ps-tpg-0850fpcgeu-s/"
"1597510306-6393","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/23/?post_type=product&taxonomy=product_cat&s","Supermicro Intel C612 Chipset E-ATX Server Motherboard X10DAi","₹45,468 ₹36,374","null","Supermicro Intel C612 Chipset E-ATX Server Motherboard X10DAi","https://www.primeabgb.com/online-price-reviews-india/supermicro-intel-c612-chipset-e-atx-server-motherboard-x10dai/"
"1597510101-6020","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/36/?post_type=product&taxonomy=product_cat&s","Seagate 10TB 3.5 inch SAS 3.0 7200 RPM Enterprise Internal Hard Drive","Call for Price","null","Seagate 10TB 3.5 inch SAS 3.0 7200 RPM Enterprise Internal Hard Drive","https://www.primeabgb.com/online-price-reviews-india/seagate-10tb-3-5-inch-sas-3-0-7200-rpm-enterprise-internal-hard-drive/"
"1597509700-5297","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/60/?post_type=product&taxonomy=product_cat&s","Phanteks 140mm Radiator Fan PH-F140MP","₹1,500 ₹900","Sold Out","Phanteks 140mm Radiator Fan PH-F140MP","https://www.primeabgb.com/online-price-reviews-india/phanteks-140mm-radiator-fan-ph-f140mp/"
"1597509626-5160","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/64/?post_type=product&taxonomy=product_cat&s","ANT 8141 Green Gaming Chair","₹14,999 ₹12,120","Sold Out","ANT 8141 Green Gaming Chair","https://www.primeabgb.com/online-price-reviews-india/ant-8141-green-gaming-chair/"
"1597509422-4828","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/76/?post_type=product&taxonomy=product_cat&s","AMD RYZEN 5 2600X 6-Core 3.6 GHz (4.2 GHz Max Boost) Socket AM4 Processor","₹20,000 ₹13,068","Sold Out","AMD RYZEN 5 2600X 6-Core 3.6 GHz (4.2 GHz Max Boost) Socket AM4 Processor","https://www.primeabgb.com/online-price-reviews-india/amd-ryzen-5-2600x-6-core-3-6-ghz-4-2-ghz-max-boost-socket-am4-processor/"
"1597509685-5271","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/61/?post_type=product&taxonomy=product_cat&s","Phanteks Halos 120mm RGB LED Cabinet Fan – Black Plastic Frame PH-FF120RGBP_BK01","₹1,200 ₹749","Sold Out","Phanteks Halos 120mm RGB LED Cabinet Fan – Black Plastic Frame PH-FF120RGBP_BK01","https://www.primeabgb.com/online-price-reviews-india/phanteks-halos-120mm-rgb-led-cabinet-fan-black-plastic-frame-ph-ff120rgbp_bk01/"
"1597510579-6870","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/7/?post_type=product&taxonomy=product_cat&s","MSI MAG B550M MORTAR WIFI AMD B550 Motherboard","₹20,930 ₹17,999","Sold Out","MSI MAG B550M MORTAR WIFI AMD B550 Motherboard","https://www.primeabgb.com/online-price-reviews-india/msi-mag-b550m-mortar-wifi-amd-b550-motherboard/"
"1597510230-6249","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/28/?post_type=product&taxonomy=product_cat&s","Phanteks MetallicGear Neo-G Mid-Tower ATX Cabinet MG-NE520G_BK01","₹8,999 ₹6,200","Sold Out","Phanteks MetallicGear Neo-G Mid-Tower ATX Cabinet MG-NE520G_BK01","https://www.primeabgb.com/online-price-reviews-india/phanteks-metallicgear-neo-g-mid-tower-atx-cabinet-mg-ne520g_bk01/"
"1597510329-6428","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/22/?post_type=product&taxonomy=product_cat&s","In Win 805C ATX Mid Tower Black Gaming Gen2 Type-C Cabinet with Tempered Glass Side Panel","₹15,333 ₹12,266","Sold Out","In Win 805C ATX Mid Tower Black Gaming Gen2 Type-C Cabinet with Tempered Glass Side Panel","https://www.primeabgb.com/online-price-reviews-india/in-win-805c-atx-mid-tower-black-gaming-gen2-type-c-cabinet-with-tempered-glass-side-panel/"
"1597509208-4391","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/90/?post_type=product&taxonomy=product_cat&s","Antec P9 Window Black ATX / Micro ATX Mid Tower Computer Case","₹6,900 ₹6,380","Sold Out","Antec P9 Window Black ATX / Micro ATX Mid Tower Computer Case","https://www.primeabgb.com/online-price-reviews-india/antec-p9-window-black-atx-micro-atx-mid-tower-computer-case/"
"1597510046-5912","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/39/?post_type=product&taxonomy=product_cat&s","Supermicro NVIDIA Tesla M10 32GB GDDR5 PCIE 3.0 – Passive Cooling ( vGPU VDI Solution )","₹285,000 ₹245,163","null","Supermicro NVIDIA Tesla M10 32GB GDDR5 PCIE 3.0 – Passive Cooling ( vGPU VDI Solution )","https://www.primeabgb.com/online-price-reviews-india/supermicro-nvidia-tesla-m10-32gb-gddr5-pcie-3-0-passive-cooling-vgpu-vdi-solution/"
